Gene	GV.0	GV.1	MI.0	MI.1	MII.0	MII.1	PN.0	PN.1	CL.0	CL.1	MOR.0	MOR.1	ICM.0	ICM.1	TROPH.0	TROPH.1
L1MEb	8.40442491	8.206796222	8.125323829	8.08351594	7.959247098	7.759424675	8.014468713	7.907820484	8.680659017	8.39665364	8.96741318	8.781980113	9.22608911	9.172742274	8.943189348	9.104439814
AluJb	14.33994293	14.25711658	14.2414851	14.25298361	14.39446077	14.32406984	14.37195837	14.28941939	14.97273912	14.855145	15.39708958	15.31720925	15.79729337	15.97105339	15.27224589	15.35624241
PRIMA4_LTR	5.367441731	5.430985947	5.026186745	5.872056264	5.067990918	4.809465358	5.35286634	5.195102436	6.139474114	5.505255938	5.900781249	6.204794963	6.740923854	6.762146117	6.35396482	6.318944325
AluJr	13.38752924	13.27194563	13.18575148	13.21737436	13.2522724	13.15698607	13.28431939	13.21405904	13.88701415	13.7730514	14.39710636	14.32001485	14.75846711	14.92919403	14.29171732	14.38695256
LTR49-int	8.352554912	7.874127628	8.527045127	8.187715169	8.320004746	8.055090085	8.368150121	8.25601954	9.072725296	8.69103489	8.802003094	8.526723058	8.803620655	9.130616798	8.226880983	8.472844454
MLT1I-int	6.377858347	6.03308958	5.797803886	6.129214104	5.859212308	5.339980074	6.055792178	5.690139257	6.722974177	6.139836371	6.977507039	6.817413806	6.853581655	7.4607654	6.387713611	6.213974766
MER97c	4.303311393	4.53625799	4.346519821	4.086046245	4.223445437	3.734697589	3.961357376	4.044036462	4.917081693	4.113934507	5.851453536	5.74884952	5.561815531	5.816301887	5.964312639	6.478520639
L1MB3	11.45295588	11.35245945	11.36170048	11.19388661	11.21530249	11.09168798	11.29037542	11.27472757	11.94956712	11.75831332	12.31273723	12.24282892	12.72075887	12.71926402	12.1675563	12.30636626
MER34A	7.179766327	6.690663573	6.668447916	6.636900891	6.072303911	6.36498408	6.443750143	6.54873939	7.180542364	6.944989265	7.587164067	7.440423211	7.916533561	8.144291735	7.789135739	7.526800654
(TA)n	10.84152973	10.27342394	10.93904301	10.4417884	10.39229275	9.97167865	10.52117306	10.50325515	11.40289673	10.67628755	11.71224364	11.7918889	12.18916072	12.01318222	11.35369802	12.00912614
(TCTCC)n	4.083345709	4.117653875	4.603156455	3.611365799	4.254142234	4.719267549	4.563193695	4.347105529	4.875562424	5.165281387	5.114487942	4.710030271	5.141239848	6.066625241	5.019174574	4.923459624
X6A_LINE	3.556597822	3.649266951	4.839223814	4.563747779	3.706654439	3.038089733	3.855747188	3.885774378	4.545714665	4.309190799	3.960159796	4.656591012	4.545136789	5.129089328	4.310637388	5.344035306
LTR69	3.228543625	2.744844611	2.735794224	4.164758221	2.638482936	3.224502857	3.333326153	3.06265214	4.316689152	2.863391046	3.253890999	3.572526747	4.673460886	4.861156123	4.625510726	3.293409233
CR1_Mam	7.155754205	6.747154772	7.44072599	6.931419046	7.369035246	6.997092361	7.168515284	7.290977517	7.861009668	7.711042438	8.289051838	8.390150005	8.705711823	8.748283464	8.254581579	8.757517339
Kanga1	5.586844109	5.194152013	6.180976887	5.96296476	5.644288558	5.968011297	5.841985287	5.71388786	6.542401931	6.087559092	6.521663324	6.865308496	7.333191155	7.217989833	6.877897887	6.884085385
MER91B	7.264541823	7.090619448	6.4834429	6.7812908	6.381254152	6.515499092	6.797519146	6.829817972	7.326352249	7.404153742	7.695961457	7.524860314	7.870416094	7.950349852	7.526732571	7.474738998
MER4E1	7.68098204	7.01211149	7.090490348	7.067386789	6.929839332	7.059691987	7.18677749	7.013264113	7.676887264	7.625629876	7.9572482	8.16946189	8.521884058	8.683157821	7.972676112	7.948215723
MER65A	7.365698292	7.268406567	7.646578736	7.438656944	7.286057414	7.160248315	7.692796211	7.533806243	8.246154384	8.072844411	7.83568622	7.732801579	7.883743625	8.249261294	7.704629443	8.007000319
MER97b	3.977735521	4.117653875	3.1987662	4.190069309	3.041838631	3.224502857	3.701713559	3.843339111	4.766215027	3.677835392	4.787323199	4.354935312	5.528262971	4.200642589	3.811066379	4.327356565
LTR10C	6.966276406	6.533583855	6.557007994	6.664251379	6.617977281	6.35503442	6.768712298	6.380876266	7.383009859	6.82877729	7.286734255	7.400345772	8.176863757	7.950349852	7.408412604	7.611898244
UCON28c	3.165807869	2.885707147	3.676087978	2.09946676	3.110551381	2.703670694	2.909518445	3.391959765	3.708267678	3.733330505	2.912854081	3.32098798	2.819311753	3.494373792	3.040548225	2.988554652
MLT2A2	9.609488186	9.531910001	9.018694803	8.901564216	8.779024131	8.756593084	8.848309125	8.808606517	9.396374642	9.3435893	9.512766923	9.512693498	9.936655156	9.847288393	9.057684137	9.399941017
MER5C	7.110666315	6.685854585	7.455599267	7.001004121	6.821277738	6.32476698	6.81640904	6.728534636	7.527399768	7.057978101	8.014392107	8.075875482	8.500414986	8.520241878	7.838781757	7.909520433
L1ME2z	10.14232426	9.776572319	10.20472092	10.03523206	9.985496997	9.684431186	10.00549431	9.925408694	10.61574942	10.38397586	10.94884448	10.87081848	11.28472118	11.33556568	10.78716134	10.94787478
L1MA5A	10.58366038	10.32536894	10.16183226	9.960898355	9.557346174	9.330490706	9.223065166	9.079317593	9.850667724	9.507744631	9.869375444	9.549806671	10.37212861	10.18087432	9.754793743	9.922765853
L1MC3	11.12889661	10.92641102	10.99330948	10.81587343	10.67563131	10.4336608	10.72204798	10.66922344	11.39235519	11.0523635	11.59069115	11.41676173	11.81649123	11.82222186	11.23066339	11.36844263
X7A_LINE	6.247601961	5.963268131	5.981668079	5.918226446	5.808407938	5.399277258	5.957107903	5.737251853	6.439308438	6.331839538	7.130084797	7.083488666	7.574199255	7.581836633	7.056373192	7.144265794
LTR81AB	3.740043964	3.649266951	2.883892863	3.494326378	2.893739992	2.703670694	3.106555292	2.300811877	3.449955683	3.134693067	3.253890999	4.354935312	3.873759537	3.33390912	3.345402806	3.544948
UCON31	1.761417614	2.503836512	2.480537169	2.202560253	0.854211627	1.639540356	1.799893953	2.025177434	2.82192446	1.912300646	2.706403203	2.835561153	4.073068345	4.290840398	2.653525102	2.360523429
AmnSINE1	7.038089428	7.008264301	6.933608622	6.822337525	6.617977281	6.208014734	6.714357769	6.568412809	7.341679831	6.956694765	7.011588034	7.142989678	7.598652299	7.590742187	7.11799231	6.917900098
(CAAAAA)n	6.153735037	5.604100635	6.387427764	5.766644024	6.00169924	5.757537566	5.869379054	5.678116729	6.600897581	5.906276858	6.906830293	6.841559894	7.352491711	7.206448211	6.210473226	6.493548848
MER63D	6.846382282	6.357287849	6.632249367	6.594877676	6.435830685	6.006657225	6.413053346	6.358450503	7.06524272	6.716216484	7.109251294	7.063096878	7.333191155	7.701773499	7.11799231	7.512116608
AluSg7	10.20557991	10.01905848	9.92428283	10.08076976	10.08489927	10.10083376	10.1646046	10.1350768	10.76887503	10.55254558	11.17995286	11.04988027	11.51145779	11.72799347	11.03689709	11.0158102
L1M3a	8.130309188	7.899273277	7.672273004	7.603145292	7.783634436	7.557319268	8.014468713	7.970775281	8.636288441	8.361862021	8.680155753	8.627375224	9.481911665	9.457117623	8.818818655	9.023919805
LTR86A1	5.236197197	4.910653504	5.427207666	4.675496136	4.626801131	4.589499674	5.231446539	4.696113158	5.339772765	5.656461742	6.103995568	5.983952993	6.357276774	6.808688703	6.35396482	6.158479653
HERVE_a-int	6.452031903	6.528220671	6.324002384	5.416041621	6.280476382	6.092998074	6.140681076	6.048712949	6.693409719	6.509235788	7.681920518	7.471702378	8.208984454	8.150328124	7.503832169	7.555727839
MER3	10.26571085	10.08400941	9.957054744	9.893641917	10.05742366	9.949533379	10.1842801	10.16768761	10.80284296	10.54868359	11.12458017	11.0945197	11.27968888	11.57596235	10.95625189	11.22161034
Charlie22a	6.328590802	5.979078645	6.688732187	6.254472342	6.211763632	6.006657225	6.148156196	6.165267206	6.626153281	6.695408022	7.867050391	7.874114394	8.171440085	8.413864425	7.938927321	8.012227481
L1MA6	9.650876841	9.27682582	9.702825706	9.507285277	9.095267893	8.860468261	9.421945773	9.206133473	10.06322153	9.521602528	11.72213989	11.37031795	11.43147141	11.59710927	10.98202743	11.20743836
MER110A	5.734650705	5.498361382	5.314243418	4.828395035	5.05060884	5.074926501	5.30015929	4.976922266	5.737532273	5.55230451	5.77414781	5.799035277	5.833117552	5.875802899	5.36247632	5.999123894
(TCG)n	2.883408139	4.659114737	4.802465264	5.661991872	5.199986464	5.528836892	4.882883318	4.347105529	5.126258495	5.165281387	1.813318407	1.250598652	2.288797036	2.053801201	2.412517002	1.708446733
MER51A	7.744075718	7.46927101	7.449668344	7.27679401	7.32272254	7.248887015	7.539230452	7.352789168	8.075592908	7.801449659	8.203180178	7.959337694	8.474223131	8.687315446	8.169831242	8.216241373
L1MEc	11.67404283	11.41844814	11.70539465	11.60115654	11.51846136	11.21576701	11.3724446	11.27472757	11.95471626	11.66484855	12.17353844	12.16513328	12.66564594	12.62785404	11.99901565	12.18606046
L1MB4	10.84058863	10.61978656	10.87852226	10.67535612	10.60817117	10.39836924	10.40936433	10.31616632	10.95230001	10.74793002	11.348316	11.26266444	11.81605682	11.8231668	11.24339228	11.39819517
L1MCc	8.921288951	8.667066861	8.615791339	8.573998946	8.669416999	8.512145286	8.63078439	8.607765128	9.299621409	8.888817037	9.226341813	9.069500328	9.552457476	9.427598536	9.081079705	9.07726496
Zaphod	7.337512877	7.24571202	7.538965397	7.354407876	7.026361294	6.776298494	7.183143496	7.163112322	7.892573991	7.386953002	7.93965414	7.700160027	8.443052581	8.237968125	7.358226847	7.497281567
MER101B	4.213113584	4.619313729	5.402857805	4.906821682	4.579104389	4.110846075	4.446784203	4.117099924	4.937401677	4.605322893	4.73388394	4.214072776	4.951762049	5.396193398	3.907281694	4.923459624
(TAA)n	7.812226573	7.046282181	7.612477083	7.829402152	7.822558426	7.301642255	7.67737991	7.700577406	8.449071407	7.843037984	8.547060101	8.434482111	9.088977925	8.724204545	8.048482406	8.716475106
MamRep38	7.02930587	6.984963202	6.86396276	6.858306854	6.948729226	6.776298494	7.081396994	7.101430467	7.652511688	7.495258011	7.803625011	7.424525584	7.890361504	7.964122702	7.341102669	7.67916894
MER46C	8.298750229	7.954297977	8.472516099	8.319710715	8.286985491	8.070373015	8.219964976	8.289990384	8.783856419	8.69103489	9.439548926	9.39117283	9.761826258	9.80390998	9.33570941	9.66014775
LTR19A	6.104407325	5.847459678	5.888284632	5.799906478	5.965057396	6.019312526	6.00729366	5.981821065	6.467528312	6.485190314	6.082779082	6.277398712	6.880423267	6.911782196	6.051117467	6.400937698
(CAGCC)n	4.771986856	4.304932444	3.141050702	3.125938972	4.192081266	4.062751787	4.828090845	4.220193417	5.126258495	4.947924556	3.960159796	4.994759748	5.049609372	5.475264969	4.567795228	4.878371734
MLT1A0	11.28532544	11.07840137	10.9876924	10.81612747	10.95881038	10.77279935	10.98254966	10.87610447	11.53897769	11.26706427	11.57700503	11.55278059	11.98827309	11.96861342	11.34942258	11.55684612
Kanga1b	5.296006593	5.520138324	5.47470809	5.257468594	4.941674469	4.446895278	5.795140423	5.211878148	5.870287482	6.150068293	6.263351328	6.521127595	6.618717922	6.235130966	6.029900981	6.284796103
L1MA1	9.767042164	9.463311625	10.00788805	9.829653822	9.555036629	9.215595189	9.578144037	9.500484222	10.15555419	9.859109471	10.00102395	9.799805742	10.23456599	10.0817072	9.633444907	9.772226995
MER4A1	8.378723012	8.172828908	8.046959539	7.612536343	7.877811986	7.557319268	7.906215822	7.912959207	8.497774599	8.254523503	8.596550535	8.731186923	9.228702689	9.199187526	8.364596372	8.650961238
(TATAG)n	1.761417614	2.744844611	0.69626586	1.736896681	1.771749467	1.350033739	1.799893953	2.82164404	3.135082345	2.528972006	4.36351549	4.057953574	4.476424039	4.001333781	3.201012897	3.149019324
(AGATG)n	3.696322586	3.763223141	2.049902814	2.554032624	2.728680745	1.350033739	2.596360559	1.684140516	2.635511336	2.760297553	3.253890999	2.388102176	3.511189457	2.41637128	3.47664734	2.360523429
(CACAC)n	5.189654611	5.847459678	4.515025545	4.544251603	4.823837978	5.256924335	5.051812327	4.896190994	5.072151089	5.7536029	5.692464012	6.02670264	5.385658575	5.987913265	5.428818815	5.240941813
MER135	4.792895846	4.790359271	5.118797895	5.350203807	4.478702492	4.809465358	4.73187553	4.976922266	5.982101485	4.071499241	5.448906981	5.642916075	5.308696594	6.066625241	5.871948621	6.081000901
LTR84b	6.957043126	6.765504082	7.075162767	6.531931331	7.074455582	6.958185867	6.844288073	6.54873939	7.230800975	7.106072389	7.393980771	7.083488666	7.390335063	7.30714221	6.958709933	6.961787742
MER67A	6.503677508	6.163345966	5.750342532	6.290023095	5.459073686	5.631319849	6.125613627	6.001251595	6.568693229	6.477085265	6.20563583	6.088541894	7.135680322	6.681074506	6.051117467	6.13949655
LTR40b	6.687975243	6.631869901	6.529155874	6.242424714	6.36728121	6.404110412	6.2900587	6.453206954	6.949957849	6.695408022	7.594678121	7.502317745	7.916533561	8.082496634	7.205750816	7.209430841
L1MEd	10.01352645	9.513707532	10.28185439	10.1326858	10.21396119	10.03302832	10.10247276	10.03846337	10.71361612	10.30261293	10.99144968	11.00515216	11.6199628	11.59710927	10.89303184	11.10963102
MLT2B4	11.43893	11.42224805	11.18889798	11.10207344	11.52417931	11.33824502	11.29016428	11.26997939	11.70799049	11.7467717	9.342470045	9.53877262	9.50581228	9.896600492	9.060302459	9.60586005
MER105	6.890700631	6.495616005	6.66333197	6.380752871	6.488417647	5.954895797	6.177675283	6.147937328	6.5290744	6.688404634	7.709867059	7.359123109	7.843385888	7.901082307	7.440925418	7.834782465
X2_LINE	1.921882287	1.707369906	3.08092971	3.321859182	1.932214139	2.086999333	1.799893953	2.169567344	1.477970059	3.04980417	3.253890999	1.736025479	5.141239848	3.770008235	1.275013479	3.544948
L1MDa	13.36512577	12.98798807	13.59874566	13.39644668	13.92889203	13.55938556	14.22528932	14.12896561	14.81735973	14.39968851	11.40337073	11.38835831	11.28911009	11.31891389	10.97371815	11.98805731
HAL1b	8.934286292	8.623720831	8.885541343	8.638625571	8.763104576	8.464354487	8.642740495	8.657598729	9.251743278	8.913051854	9.739826205	9.672663418	10.17754029	10.20427384	9.608616107	9.723662641
(CATA)n	8.15676273	7.946277414	7.893755609	7.555250602	7.450815534	7.387123058	7.79394959	7.724156195	8.25629996	8.138552263	8.846741409	8.58151553	9.02425904	8.884882193	8.602341561	8.657648133
MER63C	7.15171304	6.756358599	7.004099125	6.870100067	6.731410538	6.820353674	6.609958163	6.774429402	7.337863175	6.878854163	6.845167273	7.052791869	7.157791024	7.274352275	6.841828633	6.895445247
MER4E	6.81606183	6.270014027	6.738229153	6.318993848	6.257933813	6.080975545	6.199424866	6.248925135	6.86764276	6.410551514	7.239583162	7.123427412	7.890361504	7.750272017	7.270497997	7.436367187
MSTB1	8.985135433	8.86405179	8.801883414	8.492420152	8.670839776	8.619939621	9.082860421	9.011468599	9.588503561	9.363511758	9.61975295	9.768661628	10.05182493	10.13137993	9.348619519	9.626458068
LTR60	4.639739058	4.470669648	4.783728701	4.37800226	4.695513881	4.157388661	4.563193695	5.01565466	4.996698861	5.456621162	5.415354421	4.811313607	5.913287901	5.513232819	5.36247632	5.240941813
MER96	6.769351796	6.611727235	6.030166596	6.205666164	6.39509306	6.36498408	6.652628779	6.587821556	7.05132594	7.052533963	7.305171504	7.200133585	7.090415589	7.122963225	7.013781315	7.236482165
L1PA12	8.687277447	8.668286383	8.110363798	7.89628752	8.241750327	8.268896976	8.289213783	8.245873964	8.868304395	8.498264671	8.637140541	8.718204202	9.21294972	9.289473562	8.34325434	8.442188426
L1ME2	10.76423263	10.47712077	10.68352987	10.77490113	10.61816166	10.39108442	10.61181785	10.51766315	11.19234769	10.75255405	11.65768792	11.58308283	12.02782751	12.20807684	11.52933351	11.63304718
CT-rich	11.03658355	10.99411004	10.82826568	10.80925263	11.13562654	11.07549468	10.91514299	10.86918111	11.36612787	11.26323983	11.48195018	11.38682081	12.15659056	12.23175458	11.37856357	11.45831616
(TTCCC)n	5.057659066	5.298646181	4.371830909	3.852373898	4.978907375	4.948293062	5.259325572	4.788477176	5.293230179	5.62746187	5.545122296	5.157489248	5.227396491	6.014630604	4.975453197	5.376825242
L1MCb	12.42774606	12.16101961	12.30498271	12.14239275	12.73358215	12.4443314	13.38300147	13.32850757	13.9034079	13.64019275	9.018588024	9.198965884	8.694411282	8.515572958	8.295160052	10.36716827
MER20	11.31295625	11.13683171	11.03747579	10.98516313	11.0556549	10.8863889	11.13210721	11.06164028	11.59960319	11.42101979	11.82474536	11.75462309	12.19251154	12.30189819	11.69012142	11.81566381
(TTG)n	8.338402058	8.106001103	8.366331929	8.462871491	8.609841066	8.247543098	8.427715791	8.425607503	8.966737175	8.704982504	10.11514119	9.933593236	10.07814954	10.34382005	9.73198386	10.04383709
(CATCT)n	1.761417614	2.58872541	-0.151731047	2.09946676	0.854211627	0.502036832	0.721891441	2.025177434	0.584885263	2.64926624	4.888606535	3.786651553	4.248155052	3.153336874	4.082368401	3.544948
LTR14C	4.083345709	3.967237033	4.034135498	4.031079785	3.29899647	3.671961834	3.961357376	3.06265214	3.843619531	4.15515717	4.936700823	4.656591012	4.610725131	4.974366733	3.997479503	5.204872559
(GGA)n	6.81606183	7.023591883	6.703760396	6.830408567	7.021908528	7.264917125	6.911716	6.984264241	7.29913078	7.425370228	7.493803519	7.524860314	7.700072617	7.915331263	7.556711729	7.512116608
(CCCCCA)n	5.236197197	4.927047943	4.857257736	4.333263945	4.398532144	4.110846075	4.266211958	4.117099924	4.720044846	4.481143481	4.983243409	4.905950481	5.141239848	5.875802899	5.39602888	5.310482747
MLT1H2-int	5.310579394	4.990823853	5.619097999	4.745458694	5.485186526	5.379781082	5.28667606	5.39930174	5.539081573	5.953777282	5.77414781	6.088541894	5.964362086	6.730262056	4.930365307	6.13949655
LTR90A	5.798076085	5.396080332	5.088583282	5.616042286	5.306338445	4.369933296	5.273065629	4.832532356	5.654047287	5.281534456	6.165834822	6.277398712	7.067239266	7.034348838	6.660444516	6.608450943
LTR12_	8.756769111	8.964757749	7.968247563	7.994733472	8.228285076	8.115273787	8.327576721	8.348054359	8.79224827	8.694534455	7.7641867	7.771020901	7.801866618	7.922403312	7.511506097	7.444123631
A-rich	9.804203557	9.577410096	9.768026146	9.653202703	9.69795824	9.340610485	9.465977769	9.381339782	9.988506018	9.650618133	10.32507106	10.17005792	10.60016694	10.64037295	10.17043729	10.27992852
LTR81	3.940741314	3.726228933	3.548708671	3.753970194	3.566929675	3.134305048	3.701713559	3.754529844	4.152569772	4.113934507	4.560552337	4.483259409	4.900231748	4.603998283	4.162538749	4.392944907
AluSq10	8.434674721	8.408539548	8.649815656	8.507599898	8.594929356	8.496390269	8.56109523	8.372507402	8.91003007	8.834339878	9.429079395	9.315610803	9.49282469	9.947752741	9.374098239	9.334677252
(GCATG)n	3.651234697	3.726228933	4.764745598	4.484130611	4.160020057	4.288633194	5.957107903	6.058020691	6.343584379	6.477085265	4.050357605	5.037195014	3.762728224	4.104427274	3.997479503	3.94548593
(TCCA)n	9.215535433	9.474508926	9.191232528	9.302769442	9.128783913	9.057392871	9.303092023	9.247400356	9.567471469	9.774007933	10.32507106	10.28677226	10.59713607	10.37637321	10.60099346	10.51993611
AluSg4	11.23798515	10.95916373	11.48353361	11.39451287	11.31261824	11.19917817	11.17847402	11.08629988	11.6379384	11.40268358	11.71870541	11.63624539	12.08987663	12.2406229	11.56664466	11.87890835
(ATGGTG)n	4.931342616	4.95928828	4.065499669	4.79579037	4.425753612	4.655842168	4.563193695	4.672067684	4.957439431	5.060692486	6.35469164	5.670137544	6.650253495	6.838903316	5.964312639	5.795909574
(CAGGA)n	1.921882287	2.816994397	-0.888696641	1.432042099	0.854211627	0.502036832	1.011398059	0.584604843	0.947455342	1.464841669	3.960159796	5.118495116	3.873759537	4.001333781	3.201012897	4.110545176
L1MC5	11.52560623	11.15369144	11.48407775	11.34149403	11.3459534	11.08040952	11.49622095	11.4030729	11.97313324	11.6871975	12.45420887	12.32353514	12.83236595	12.92008661	12.3860187	12.42526619
ERVL-E-int	11.06506408	10.97969274	10.70547242	10.60799519	10.64989056	10.47960298	10.66749784	10.67792808	11.09338749	11.02378412	10.51127884	10.34388416	10.72666468	10.72572131	10.20870413	10.4202366
MER61A	7.297836263	7.031195036	6.668447916	6.413357536	6.826393683	6.643633111	6.988677982	6.924454846	7.360613108	7.325082171	7.258628918	6.521127595	7.445301522	7.709970652	6.98099138	7.065998737
LTR16A2	7.932520807	7.74137242	7.407454819	7.614874585	7.58061903	7.535459834	8.032756641	7.968309135	8.427684554	8.337446599	8.014392107	7.874114394	7.480815808	8.132142652	7.636079967	7.618768234
L1MC4a	12.14289695	11.79546072	12.12200628	12.01750177	11.99851581	11.64146028	11.99820974	11.92532923	12.51810168	12.14264138	12.74837819	12.68073754	13.11666898	13.13832489	12.65103031	12.80318424
D20S16	12.78903908	12.80169072	12.27070171	12.2467188	13.0440705	12.87843358	12.39779948	12.34336344	12.74182608	12.7607671	8.096075905	8.545219401	6.983058179	7.317908641	7.416609757	9.194563459
Charlie10a	5.26641181	5.166801525	5.415084107	5.024059358	4.941674469	4.921575724	5.01957199	4.916801273	5.308911801	5.389114343	6.489779263	6.636029689	6.893659094	6.484851018	6.092636736	6.432473271
L1ME3B	10.26991152	9.928829834	10.25999178	10.25165769	10.2472445	10.01102002	10.05006768	10.04958811	10.53179154	10.31118682	10.89660777	10.90416031	11.40687292	11.40726313	10.7792366	10.86362637
MER52A	9.140031234	9.263169919	9.044502214	9.002344293	9.11002705	9.029513838	8.814648582	8.941528359	9.29175125	9.211813964	9.496814362	9.520192904	9.857808716	10.11140619	9.397064926	9.638339154
HERVE-int	7.923068226	7.701425542	6.950507147	7.127577467	6.629730462	6.479316756	7.354482805	7.415685835	7.817820062	7.690158671	7.033869482	6.923023994	7.019738843	6.994639128	7.11799231	7.200299829
MER74A	7.775930444	7.729737719	7.113180646	7.403923719	7.437503375	7.552973798	7.638102665	7.540462288	7.98332359	7.919795183	8.168354814	8.00281202	8.616723872	8.61495274	7.904370099	8.260841371
HERVH48-int	7.305131829	7.449546356	6.489236864	7.008137362	7.19009818	7.009831473	7.73808068	7.500057452	7.980878344	7.98412051	6.521663324	6.780419599	7.661903855	7.517909307	6.545542421	6.83772975
(CTCTG)n	2.197516729	2.58872541	2.480537169	3.072499713	3.356711968	2.703670694	2.681249457	2.025177434	3.203795095	2.092872892	3.093426327	2.629110276	-0.881127965	3.890302469	2.859975979	2.071016812
MER68	8.461041098	8.433139759	8.26527754	8.173509086	8.34873391	8.153088524	8.230566579	8.212920182	8.576002142	8.574316205	9.149346699	9.139341901	9.613727619	9.67585302	9.171043082	9.389936157
LTR10B	1.374394491	3.131867735	3.634865315	3.0170046	2.439174128	2.703670694	2.409947435	2.532137423	3.062932559	2.528972006	4.36351549	4.601095899	6.013689798	4.974366733	4.883822721	5.05083893
PRIMA4-int	7.694934712	7.391657145	7.25935618	7.057106259	7.09155439	7.177288218	7.344756734	7.20141621	7.770468677	7.46279093	6.793866045	7.200133585	7.630624688	7.296294828	6.247706133	7.172554838
PrimLTR79	2.628151083	3.074152237	3.503620782	2.202560253	2.893739992	2.086999333	3.166676284	2.731446231	3.203795095	3.431674805	4.620673329	4.286222562	4.673460886	4.603998283	3.811066379	4.733981825
Arthur1B	7.903975209	7.833395048	7.558386585	7.746525382	7.716332353	7.535459834	7.713098323	7.828458862	8.183735346	8.045699771	7.790598331	7.97579447	7.998455284	8.150328124	7.776452624	8.022625328
Charlie19a	7.845131571	7.513368274	7.672273004	7.550372508	7.483568247	7.347526883	7.603175381	7.579766286	7.968589555	7.901742454	8.430129774	8.386051436	8.855273966	8.821985526	8.217527984	8.434421543
(CAA)n	8.17280398	8.052833515	8.029172662	7.716355903	8.181140403	8.161676019	8.070619596	8.075312489	8.369052687	8.459709344	8.365713046	8.279609739	8.694411282	8.989597673	8.179497576	8.103215634
HERVK14C-int	5.610592712	5.430985947	4.783728701	5.009915175	5.632653857	5.757537566	5.28667606	5.603798408	6.165547626	5.281534456	6.039386487	5.26852056	6.53672455	6.981155899	5.142909943	6.195712559
L3b	9.293716236	8.942754348	9.247867322	9.167548349	9.025805449	8.907178296	9.137398492	9.078174412	9.565840844	9.306334541	9.744900167	9.633438797	10.08104507	10.09585138	9.531458075	9.718874932
MamRep1161	7.508425823	7.328264947	7.596461803	7.264932114	7.233108534	7.154523327	7.466351572	7.375302421	7.844964701	7.658255023	8.289051838	8.174223264	8.675378089	9.009658646	7.994744535	8.295554505
(GGGAA)n	2.428842275	2.58872541	0.69626586	-2.655420742	2.076604049	2.57242616	2.681249457	2.300811877	2.731726651	2.959606361	0.590925986	3.176598071	1.44080013	2.705877897	2.412517002	2.988554652
(TGAA)n	7.733299234	7.553520078	7.57210052	7.49813129	7.509245366	7.31709985	7.516307308	7.397469746	7.920913555	7.643845964	8.348038153	8.135684878	8.460946703	8.687315446	7.933224961	8.229766738
MER74B	7.358703393	7.477642571	6.747927979	7.197888814	6.905873747	6.791133535	7.172186265	7.060338274	7.383009859	7.511221604	7.4776387	7.64634698	7.630624688	7.97776531	7.205750816	7.412844464
MER57B2	6.65979671	6.586146865	6.512182795	6.375246394	6.346064724	6.080975545	6.356097461	6.453206954	6.835522063	6.616434848	7.170870412	7.093577484	7.515476816	7.651587742	6.753985284	6.70199171
ERV3-16A3_I-int	10.66423605	10.62827118	10.25659869	10.30113692	10.32475753	10.23505215	10.59857891	10.5394243	10.9229849	10.8682411	10.03594083	9.920900822	9.97918309	10.01876085	9.363536735	9.66014775
ORSL-2a	4.568772536	4.227626717	5.010156635	5.065678447	4.739569061	4.110846075	4.711837777	4.463750448	4.896471413	4.947924556	5.381002917	4.994759748	5.626666675	5.846359121	5.292935387	5.501004653
L1PREC2	11.0642581	10.92181685	10.74777694	10.63387773	11.0178613	10.83183317	10.89640106	10.80498317	11.25237701	11.08905558	11.12782073	11.0945197	11.76295363	11.87375216	10.99918623	11.08503728
MER1B	9.89342584	9.99398846	9.579927402	9.522932882	9.600539325	9.551340866	10.04356905	10.05133683	10.35755331	10.37691446	10.63668565	10.6956135	11.00571174	11.03801619	10.61174318	10.644664
LTR33A	7.889487773	8.041584374	7.585685319	7.525731515	7.592679247	7.449235417	7.661797094	7.670551452	8.105082985	7.843037984	7.84201384	7.752037797	8.411193667	8.347108618	7.107903493	7.569976795
MLT2B1	8.817975642	8.764934185	8.576869764	8.321143382	8.640662783	8.443377938	8.769318345	8.657598729	9.141117587	8.905522113	9.065307946	8.895896816	9.382141235	9.366684156	8.781221868	8.839201137
MLT1G3	9.552388923	9.553190055	8.829550807	8.623609395	8.842265076	8.500909286	8.82050844	8.896839542	9.309399116	9.021521889	8.853020831	8.688558741	9.353689466	9.228013561	8.784392627	8.81846389
MER81	8.126196014	8.049093539	7.712455098	7.535638473	7.904664954	7.629257383	7.822261766	7.950927057	8.370921463	8.006818245	8.543181886	8.651478089	8.838260856	8.802952333	8.179497576	8.528625695
(C)n	4.388200291	4.990823853	4.783728701	5.499397367	5.798028792	5.954895797	5.203018131	4.957159011	5.369987378	5.423262565	3.649819675	3.882866868	4.846792489	4.200642589	3.47664734	4.258643815
T-rich	10.0185281	9.605692838	10.22526252	10.07271236	10.25295532	9.92199701	10.1111045	9.985179366	10.53679439	10.13501506	10.90116006	10.85236944	11.46566276	11.53155947	10.76886893	10.99549944
GA-rich	10.78231587	10.76050983	10.63992026	10.55996058	10.88778758	10.85584529	10.86810652	10.75828198	11.11835406	11.11213655	10.67529149	10.60683051	10.75232141	10.91222631	10.440423	10.64634595
