gene
FABP3
SERINC2
TINAGL1
HCRTR1
PEF1
COL16A1
ADGRB2
SPOCD1
PTP4A2
KHDRBS1
TMEM39B
TXLNA
CCDC28B
IQCC
DCDC2B
TMEM234
EIF3I
FAM167B
LCK
HDAC1
MARCKSL1
FAM229A
TSSK3
ZBTB8B
ZBTB8A
RBBP4
SYNC
YARS1
S100PBP
FNDC5
HPCA
RNF19B
AZIN2
A3GALT2
ZSCAN20
HMGB4
GJB5
GJB4
GJB3
GJA4
SMIM12
DLGAP3
TMEM35B
ZMYM1
SFPQ
NCDN
TFAP2E
PSMB2
C1orf216
CLSPN
AGO4
TEKT2
ADPRS
COL8A2
TRAPPC3
THRAP3
EVA1B
STK40
LSM10
MRPS15
CSF3R
ZC3H12A
MEAF6
SNIP1
DNALI1
GNL2
C1orf109
CDCA8
MANEAL
YRDC
C1orf122
MTF1
SF3A3
FHL3
UTP11
POU3F1
RRAGC
MYCBP
GJA9
AKIRIN1
NDUFS5
BMP8A
PABPC4
HEYL
NT5C1A
HPCAL4
PPIE
BMP8B
OXCT2
MYCL
MFSD2A
CAP1
PPT1
TMCO2
ZMPSTE24
COL9A2
SMAP2
ZFP69B
ZFP69
EXO5
ZNF684
KCNQ4
CITED4
CTPS1
SLFNL1
FOXO6
EDN2
GUCA2B
GUCA2A
RIMKLA
ZMYND12
PPIH
YBX1
CLDN19
P3H1
C1orf50
TMEM269
SVBP
ERMAP
ZNF691
SLC2A1
FAM183A
EBNA1BP2
TMEM125
C1orf210
TIE1
MPL
CDC20
ELOVL1
SZT2
HYI
PTPRF
KDM4A
ARTN
IPO13
DPH2
ATP6V0B
B4GALT2
CCDC24
SLC6A9
KLF17
KLF18
DMAP1
TMEM53
KIF2C
RPS8
BEST4
PLK3
DYNLT4
BTBD19
HECTD3
UROD
HPDL
MUTYH
TOE1
CCDC163
MMACHC
PRDX1
AKR1A1
CCDC17
GPBP1L1
TMEM69
TSPAN1
P3R3URF
POMGNT1
LURAP1
LRRC41
UQCRH
NSUN4
DMBX1
TMEM275
KNCN
MKNK1
MOB3C
TEX38
EFCAB14
CYP4B1
CYP4A11
CYP4X1
CYP4Z1
CYP4A22
TAL1
STIL
CMPK1
FOXE3
FOXD2
DMRTA2
CDKN2C
TTC39A
NRDC
RAB3B
KTI12
BTF3L4
CC2D1B
ORC1
PRPF38A
GPX7
SHISAL2A
ZYG11A
ECHDC2
SLC1A7
CPT2
MAGOH
LRP8
DMRTB1
NDC1
DIO1
HSPB11
LRRC42
LDLRAD1
TMEM59
TCEANC2
CYB5RL
MRPL37
ACOT11
FAM151A
TTC4
PARS2
LEXM
DHCR24
TMEM61
BSND
PLPP3
PRKAA2
C8B
OMA1
TACSTD2
MYSM1
JUN
HOOK1
TM2D1
L1TD1
USP1
ANGPTL3
ATG4C
FOXD3
ALG6
ITGB3BP
PGM1
AK4
LEPROT
DYNLT5
INSL5
SLC35D1
SERBP1
GADD45A
DIRAS3
RPE65
DEPDC1
LRRC40
SRSF11
ANKRD13C
CTH
ZRANB2
FPGT
LRRC53
TYW3
LHX8
RABGGTB
ASB17
NEXN
FUBP1
IFI44
SAMD13
RPF1
GNG5
CTBS
LPAR3
MCOLN3
C1orf52
BCL10
CCN1
ZNHIT6
CLCA2
CLCA1
CLCA4
SH3GLB1
LMO4
KYAT3
RBMXL1
GBP3
GBP1
GBP2
GBP7
GBP4
GBP6
LRRC8B
ZNF326
BARHL2
CDC7
EPHX4
SETSIP
C1orf146
RPAP2
GFI1
RPL5
MTF2
TMED5
DR1
DNTTIP2
GCLM
F3
SLC44A3
CNN3
RWDD3
PLPPR4
PALMD
MFSD14A
SASS6
LRRC39
DBT
GPR88
VCAM1
EXTL2
DPH5
S1PR1
AMY2B
AMY2A
AMY1A
AMY1B
AMY1C
PRMT6
NBPF4
NBPF6
FAM102B
PRPF38B
FNDC7
AKNAD1
CLCC1
WDR47
TAF13
TMEM167B
CFAP276
SARS1
CELSR2
PSRC1
MYBPHL
PSMA5
SYPL2
ATXN7L2
CYB561D1
AMIGO1
GPR61
GNAT2
AMPD2
GSTM4
GSTM2
GSTM1
GSTM5
GSTM3
EPS8L3
CSF1
AHCYL1
STRIP1
ALX3
UBL4B
SLC6A17
RBM15
SLC16A4
LAMTOR5
PROK1
KCNA10
KCNA3
LRIF1
DRAM2
DENND2D
CHI3L2
CHIA
PIFO
OVGP1
WDR77
ATP5PB
C1orf162
ADORA3
INKA2
DDX20
WNT2B
CAPZA1
MOV10
RHOC
PPM1J
SLC16A1
PHTF1
PTPN22
BCL2L15
DCLRE1B
HIPK1
OLFML3
SYT6
BCAS2
DENND2C
NRAS
CSDE1
SIKE1
TSHB
NGF
VANGL1
NHLH2
CD2
CD101
TTF2
TRIM45
TENT5C
GDAP2
TBX15
WARS2
HAO2
HSD3B2
HSD3B1
ZNF697
PHGDH
HMGCS2
ADAM30
SEC22B
NOTCH2NLR
NBPF26
PPIAL4A
FAM72B
H3-7
FAM72C
PPIAL4E
PPIAL4F
PPIAL4D
PDZK1
CD160
POLR3C
NUDT17
PIAS3
ITGA10
PEX11B
RBM8A
LIX1L
ANKRD34A
POLR3GL
TXNIP
HJV
NBPF10
NOTCH2NLA
PPIAL4H
NBPF12
PRKAB2
ACP6
GJA5
GJA8
PPIAL4G
NBPF14
NUDT4B
NBPF9
PPIAL4C
H2BC18
FCGR1A
H3C13
H4C14
H3C14
H2AC18
H2AC19
H3C15
H4C15
H2BC21
H2AC20
H2AC21
BOLA1
SV2A
SF3B4
MTMR11
PLEKHO1
ANP32E
CA14
APH1A
C1orf54
CIART
MRPS21
TARS2
ECM1
ADAMTSL4
MCL1
ENSA
GOLPH3L
HORMAD1
CTSK
CTXND2
SETDB1
CERS2
MINDY1
PRUNE1
BNIPL
C1orf56
CDC42SE1
MLLT11
GABPB2
SEMA6C
TNFAIP8L2
TNFAIP8L2-SCNM1
LYSMD1
SCNM1
TMOD4
VPS72
PIP5K1A
ZNF687
PI4KB
RFX5
SELENBP1
PSMB4
POGZ
TUFT1
CELF3
RIIAD1
MRPL9
OAZ3
LINGO4
RORC
C2CD4D
THEM5
THEM4
S100A10
S100A11
TCHHL1
TCHH
RPTN
HRNR
FLG2
CRNN
LCE5A
CRCT1
LCE3E
LCE3D
LCE3C
LCE3B
LCE3A
LCE2D
LCE2C
LCE2B
LCE4A
C1orf68
KPRP
LCE1F
LCE1E
LCE1D
LCE1C
LCE1B
LCE1A
LCE6A
LCE7A
SMCP
IVL
SPRR5
SPRR4
SPRR1A
SPRR3
SPRR1B
SPRR2D
SPRR2A
SPRR2B
SPRR2E
SPRR2F
SPRR2G
LELP1
PRR9
LORICRIN
PGLYRP3
PGLYRP4
S100A9
S100A12
S100A8
S100A7A
S100A7
S100A6
S100A5
S100A4
S100A3
S100A2
S100A16
S100A14
S100A13
S100A1
CHTOP
SNAPIN
ILF2
NPR1
SLC27A3
DENND4B
CRTC2
SLC39A1
CREB3L4
JTB
RAB13
RPS27
TPM3
CFAP141
C1orf43
UBAP2L
HAX1
AQP10
ATP8B2
IL6R
SHE
UBE2Q1
CHRNB2
ADAR
PBXIP1
PYGO2
SHC1
CKS1B
FLAD1
LENEP
ZBTB7B
DCST2
DCST1
EFNA4
EFNA3
EFNA1
SLC50A1
DPM3
KRTCAP2
TRIM46
THBS3
MTX1
GBA
FAM189B
SCAMP3
CLK2
HCN3
PKLR
RUSC1
MSTO1
YY1AP1
SYT11
RIT1
KHDC4
RXFP4
SSR2
UBQLN4
LAMTOR2
RAB25
MEX3A
SEMA4A
SLC25A44
BGLAP
PAQR6
SMG5
TMEM79
GLMP
VHLL
CCT3
TSACC
RHBG
IQGAP3
TTC24
NAXE
GPATCH4
HAPLN2
BCAN
NES
CRABP2
ISG20L2
METTL25B
MRPL24
HDGF
PRCC
SH2D2A
NTRK1
INSRR
PEAR1
LRRC71
ETV3L
ETV3
FCRL4
FCRL2
CD5L
SMIM42
CD1D
CD1A
CD1C
CD1B
CD1E
OR10T2
OR10K2
OR10R2
OR6Y1
OR6P1
OR10X1
OR10Z1
SPTA1
OR6K2
OR6K3
OR6K6
OR6N1
OR6N2
MNDA
PYHIN1
PYDC5
IFI16
AIM2
CADM3
ACKR1
FCER1A
OR10J1
OR10J5
APCS
CRP
DUSP23
FCRL6
SLAMF8
VSIG8
CFAP45
TAGLN2
IGSF9
SLAMF9
PIGM
KCNJ9
IGSF8
ATP1A2
CASQ1
PEA15
DCAF8
PEX19
NCSTN
NHLH1
VANGL2
SLAMF6
SLAMF1
SLAMF7
CD244
ITLN1
ITLN2
F11R
TSTD1
USF1
ARHGAP30
KLHDC9
PFDN2
NIT1
DEDD
UFC1
USP21
PPOX
B4GALT3
ADAMTS4
NDUFS2
APOA2
TOMM40L
NR1I3
PCP4L1
MPZ
CFAP126
FCGR2A
HSPA6
FCGR3A
FCGR3B
FCGR2B
FCRLA
FCRLB
DUSP12
SPATA46
C1orf226
UAP1
CCDC190
RGS4
NUF2
LRRC52
MGST3
TMCO1
UCK2
TADA1
ILDR2
GPA33
CREG1
MPC2
GPR161
TIPRL
SFT2D2
XCL2
XCL1
DPT
ATP1B1
BLZF1
CCDC181
F5
SELL
SELE
METTL18
C1orf112
NTMT2
GORAB
PRRX1
FMO3
FMO2
FMO1
FMO4
MYOCOS
MYOC
METTL13
C1orf105
PIGC
SUCO
FASLG
TNFSF18
TNFSF4
PRDX6
ANKRD45
TEX50
KLHL20
DARS2
ZBTB37
SERPINC1
GPR52
CACYBP
MRPS14
KIAA0040
SEC16B
CLEC20A
ANGPTL1
TOR3A
TDRD5
FAM163A
TOR1AIP2
TOR1AIP1
QSOX1
LHX4
KIAA1614
MR1
IER5
GLUL
TEDDM1
RGS16
NPL
SHCBP1L
NCF2
APOBEC4
TSEN15
EDEM3
TRMT1L
IVNS1ABP
PRG4
TPR
PDC
PTGS2
RGS18
RGS21
RGS1
RGS13
RGS2
UCHL5
GLRX2
B3GALT2
CFHR3
CFHR1
CFHR4
CFHR2
F13B
ZBTB41
C1orf53
ATP6V1G3
KIF14
DDX59
GPR25
INAVA
KIF21B
ASCL5
TMEM9
TNNT2
LAD1
TNNI1
PHLDA3
CSRP1
SHISA4
LMOD1
TIMM17A
RNPEP
ELF3
GPR37L1
ARL8A
PTPN7
UBE2T
RABIF
ADIPOR1
CYB5R1
TMEM183A
MYOG
MYBPH
CHI3L1
CHIT1
BTG2
FMOD
PRELP
OPTC
LAX1
SNRPE
ETNK2
REN
KISS1
PPP1R15B
MDM4
LRRN2
CNTN2
TMEM81
RBBP5
DSTYK
NUAK2
KLHDC8A
BLACAT1
MFSD4A
ELK4
SLC45A3
NUCKS1
RAB29
SLC41A1
PM20D1
RAB7B
CTSE
RHEX
AVPR1B
FAM72A
IKBKE
EIF2D
DYRK3
IL10
IL20
IL24
FCMR
PIGR
C1orf116
YOD1
PFKFB2
C4BPA
CR1L
CD46
CD34
LAMB3
G0S2
TRAF3IP3
C1orf74
IRF6
TRAF5
RD3
SLC30A1
NEK2
PACC1
NENF
GARIN4
BATF3
TATDN3
SPATA45
VASH2
ANGEL2
CENPF
RRP15
LYPLAL1
ZC3H11B
EPRS1
IARS2
C1orf115
MTARC2
MTARC1
HLX
DUSP10
HHIPL2
MIA3
BROX
FAM177B
TLR5
CCDC185
TP53BP2
DEGS1
CNIH4
LBR
SRP9
TMEM63A
LEFTY1
PYCR2
LEFTY2
SDE2
H3-3A
ACBD3
MIXL1
LIN9
STUM
ITPKB
COQ8A
ZNF678
SNAP47
JMJD4
PRSS38
WNT3A
ARF1
C1orf35
MRPL55
GUK1
GJC2
IBA57
TRIM11
TRIM17
H3-4
H2AW
RNF187
RHOU
RAB4A
CCSAP
ACTA1
ABCB10
TAF5L
AGT
CAPN9
C1orf198
ARV1
FAM89A
C1orf131
GNPAT
EXOC8
EGLN1
TSNAX
MAP10
NTPCR
MAP3K21
KCNK1
COA6
TARBP1
IRF2BP2
TOMM20
GGPS1
B3GALNT2
GNG4
ERO1B
LGALS8
MT1HL1
ZP4
FH
OPN3
CHML
EXO1
MAP1LC3C
C1orf100
DESI2
LOC122455338
HNRNPU
CNST
SCCPDH
AHCTF1
ZNF695
ZNF669
ZNF124
ZNF496
NLRP3
OR2B11
GCSAML
OR2C3
OR2G2
OR2G3
OR14L1P
OR13G1
OR6F1
OR14K1
OR1C1
OR14A16
OR11L1
TRIM58
OR2W3
OR2T8
OR2AJ1
OR2L8
OR2AK2
OR2L5
OR2L2
OR2L3
OR2M5
OR2M2
OR2M3
OR2M4
OR2T33
OR2T12
OR2M7
OR14C36
OR2T4
OR2T1
OR2T7
OR2T2
OR2T3
OR2T5
OR2T29
OR2T34
OR2T10
OR2T11
OR2T27
OR14I1
LYPD8
SH3BP5L
ZNF672
ZNF692
PGBD2
MGAT5
FLACC1
POMC
RASGRP3
NRXN1
EVA1A
BAZ2B
B3GALT1
HOXD3
MAP2
SNTG2
MYT1L
CPSF3
GREB1
WDR35
FAM228B
PFN4
HADHA
SLC30A3
BABAM2
ALK
BIRC6
VIT
PRKCE
SPTBN1
PPP4R3B
EHBP1
VPS54
SLC1A4
DNAAF10
ANTXR1
EXOC6B
ALMS1
CTNNA2
SMYD1
ANKRD36B
INPP4A
AFF3
MAP4K4
TMEM182
POU3F3
SLC5A7
MALL
BCL2L11
PAX8
DPP10
CLASP1
CNTNAP5
FAM168B
NCKAP5
ZRANB3
THSD7B
LRP1B
ARHGAP15
ACVR2A
KIF5C
CACNB4
GALNT13
GALNT5
CCDC148
RBMS1
KCNH7
CSRNP3
NOSTRIN
UBR3
HAT1
RAPGEF4
ATF2
OSBPL6
PDE1A
ITGAV
PMS1
ANKRD44
ABI2
PARD3B
ADAM23
METTL21A
ERBB4
SPAG16
ABCA12
MREG
NHEJ1
PAX3
FAM124B
NYAP2
AGFG1
DNER
PDE6D
GIGYF2
MROH2A
AGAP1
UBE2F
HDAC4
PPP1R7
SH3YL1
TPO
PXDN
EIPR1
TRAPPC12
ALLC
DCDC2C
RNF144A
KIDINS220
MBOAT2
ASAP2
GRHL1
HPCAL1
NOL10
ATP6V1C2
C2orf50
ROCK2
NTSR2
LPIN1
NBAS
DDX1
CYRIA
VSNL1
SMC6
PUM2
RHOB
LDAH
KLHL29
ATAD2B
UBXN2A
ITSN2
NCOA1
ADCY3
DNMT3A
DTNB
ASXL2
KIF3C
RAB10
ADGRF3
OTOF
CIB4
DPYSL5
MAPRE3
PREB
PPM1G
SUPT7L
RBKS
PLB1
SPDYA
CLIP4
LCLAT1
CAPN13
GALNT14
CAPN14
MEMO1
SPAST
NLRC4
TTC27
LTBP1
CRIM1
FEZ2
STRN
GPATCH11
CEBPZ
QPCT
RMDN2
GALM
ARHGEF33
SOS1
CDKL4
MAP4K3
TMEM178A
SLC8A1
EML4
COX7A2L
KCNG3
MTA3
THADA
PLEKHH2
DYNC2LI1
LRPPRC
PPM1B
SLC3A1
CAMKMT
SRBD1
ATP6V1E2
MCFD2
TTC7A
MSH2
FBXO11
FOXN2
PPP1R21
STON1-GTF2A1L
GTF2A1L
FSHR
ASB3
GPR75-ASB3
PSME4
ACYP2
EML6
RTN4
CLHC1
CCDC88A
CCDC85A
VRK2
FANCL
PUS10
SANBR
USP34
COMMD1
WDPCP
PELI1
SPRED2
MEIS1
CNRIP1
APLF
ARHGAP25
GFPT1
AAK1
ANXA4
GMCL1
TGFA
FIGLA
VAX2
ZNF638
DYSF
SFXN5
FBXO41
C2orf78
TET3
SLC4A5
M1AP
HK2
TACR1
LRRTM4
DNAH6
TCF7L1
TGOLN2
VAMP5
ST3GAL5
PTCD3
REEP1
CHMP3
RNF103-CHMP3
RMND5A
RGPD2
EIF2AK3
RPIA
MAL
ZNF514
PROM2
ANKRD36C
STARD7
NCAPH
KANSL3
LMAN2L
SEMA4C
ANKRD36
TMEM131
VWA3B
MGAT4A
CRACDL
TSGA10
EIF5B
REV1
CHST10
NPAS2
TBC1D8
RFX8
IL1R1
IL1RL2
IL18R1
SLC9A4
SLC9A2
TGFBRAP1
FHL2
NCK2
UXS1
RGPD3
ST6GAL2
RGPD4
LIMS1
CCDC138
EDAR
SH3RF3
SEPTIN10
RGPD5
ACOXL
ANAPC1
MERTK
TMEM87B
ZC3H6
NT5DC4
IL36G
RABL2A
ACTR3
CCDC93
INSIG2
PTPN4
EPB41L5
GLI2
TFCP2L1
TSN
ERCC3
LIMS2
WDR33
UGGT1
SMPD4
ARHGEF4
GPR39
LYPD1
TMEM163
ACMSD
MAP3K19
RAB3GAP1
R3HDM1
LCT
DARS1
SPOPL
NXPH2
KYNU
GTDC1
ZEB2
ORC4
MBD5
EPC2
LYPD6B
LYPD6
RND3
RBM43
NEB
STAM2
FMNL2
PRPF40A
KCNJ3
GPD2
CYTIP
ACVR1C
