WT_RNA_Rep1	WT_RNA_Rep2	WT_RNA_Rep3	Null_RNA_Rep1	Null_RNA_Rep2	Null_RNA_Rep3
KATNB1	5.7316720110001	5.52685685784666	5.62538012557694	5.62083289571863	5.66374579691619	6.05693914332778
LOC107984852	-1.07790210091346	-1.60545385179587	-1.28295244420548	-1.76943844099758	-0.880721925576905	-1.022926550083
DRC7	-0.578331091422944	-0.834935697918638	-3.1194537119226	-3.35440094171873	-6.01000494252187	-2.24531897141945
ADGRG3	-0.981686785654153	-0.563633676101244	-0.717355268351259	-1.91382835033275	-2.30956522438078	-0.891682016804747
ADGRG1	3.07813737427391	2.89579794253605	2.04473491997056	1.32205991348792	1.40784757236403	1.82316076646332
LOC105371291	-2.23544337789994	-2.88556177098861	-3.60488053909285	-2.46131614563525	-3.20265002046427	-1.71480425472067
ADGRG5	2.66030666010338	1.58320771222803	2.42633819151787	2.65522775947904	2.28001390441075	2.71918234735917
CCDC102A	3.58963771305404	3.16817021294918	3.34698696523406	2.65522775947904	2.98151690355382	2.83742145958849
DOK4	4.90568125168955	4.68103596232398	4.91318243655968	4.61878390369562	5.78562890198491	5.81177022078737
POLR2C	6.68043600093584	6.626473182954	6.72760363416873	6.8106855027872	7.01392263465251	7.10807293945099
COQ9	4.98670130667264	5.23263774682734	5.24998784416739	5.06886506935353	5.06747841433764	5.31522616432246
CIAPIN1	6.64130966964602	6.61911536569865	6.81655317288566	6.71303341903779	6.76745587014791	6.81567711527614
CX3CL1	2.84875174951649	2.73753585861932	2.53671573929097	1.73911094420441	0.955779342140216	2.10045586542228
PLLP	1.79882652418481	1.22594654422838	2.04473491997056	1.46029595568004	1.77789761686956	2.23580771831717
LOC124903697	-3.12852817398342	-1.78602609743769	-2.7568836325379	-2.25486526816782	-2.84007994107956	-3.0933158779744
ARL2BP	4.76368935724624	4.94823190436502	4.99279960462304	4.64640390909204	4.8125658884283	4.65219038789476
RSPRY1	5.18240913698596	5.18129624178466	5.00318942862882	5.40477391884783	5.41363625255399	4.90781078747989
PSME3IP1	6.26164078221676	6.31235696351773	6.48231707648511	6.19221795804183	6.15521612569907	6.39893791132852
CPNE2	4.08509684286318	4.45301545277431	3.86923097484956	4.87097866481038	4.99632113600306	4.62778331073279
NLRC5	-0.50961834133893	-1.30059927026745	-0.797525617035243	0.377402947331693	0.676495584661347	1.24296750989003
HERPUD1	3.79373764751201	3.61314499638213	3.61040976655839	4.65762492708826	5.34369326652616	5.16877896739578
SLC12A3	-5.93588309604103	-2.5229916916039	-5.92680863398021	-3.35440094171873	-1.2551174403584	-1.50835337725324
NUP93	7.2398223794849	7.30937092535487	7.55335043930429	7.07081496158065	7.15443064354274	7.430050046417
MT1X	3.89542414776102	4.35011059054834	4.1052370929506	5.56318425468602	5.55366801730564	5.83446208410794
MT1H	-5.93588309604103	-4.10795419232505	-3.60488053909285	-0.139388050747884	0.52915386858616	1.93348418136932
MT1G	-2.02899250043251	-0.201063596716535	-0.641406415117961	2.87990328786088	3.70252205791795	4.8480252275109
LOC101927536	-3.61395500115367	-4.10795419232505	-2.7568836325379	-3.83982776888898	-2.84007994107956	-1.71480425472067
MT1F	3.34256636217945	4.25398958141019	4.49840726931918	4.25292937203088	4.35959240375681	4.58616422153105
MT1A	-3.61395500115367	-1.99247697490512	-2.22636891583912	-2.25486526816782	-3.20265002046427	-2.24531897141945
MT1JP	-3.61395500115367	-1.44498917960262	-0.0441655846183676	-3.83982776888898	-3.20265002046427	-2.24531897141945
MT1M	-1.18099559387756	1.31831056237704	1.84797842562096	-0.328865849611596	0.559850665809077	0.650845217596012
MT1E	2.68250240621758	4.8816768342914	5.1399532984067	4.85156680964911	5.2242137357166	5.58827393924684
MT1L	-0.154523382516368	0.329451119982244	1.1921324387433	1.46029595568004	1.72470467770397	2.65621838969486
MT2A	3.87629420947342	5.2400361991485	5.39003854962226	5.27339347459059	5.49927522556599	5.78381485079126
MT3	-3.12852817398342	-2.88556177098861	-2.22636891583912	-6.16175586377634	-1.76207742907829	-2.24531897141945
BBS2	5.34662621019981	5.7711184591437	5.50834070438672	4.10151333659632	4.22481248859545	4.30071801739338
OGFOD1	5.95476118757806	5.83895208213134	5.97970621086674	6.08112050339006	6.16834868099102	6.13886517971224
NUDT21	7.99550079649835	7.9718638928873	7.68456203659549	7.7386392748502	7.58886175246815	7.24006312864872
AMFR	5.54541180859007	5.65636453577124	5.7237943882351	5.54344451428678	5.71578732897229	5.67553008177899
GNAO1	5.81775152281236	4.76343772206208	4.98533222231551	4.09916366988657	4.04933951830255	3.83978459695697
GNAO1-DT	-0.578331091422944	-1.30059927026745	-1.83934579272987	-1.63819390771933	-1.2551174403584	-3.0933158779744
CES1P1	-2.23544337789994	-1.44498917960262	-2.01991803837169	-1.91382835033275	-1.055808632135	-2.24531897141945
SLC6A2	-1.68795558259744	-1.99247697490512	-2.22636891583912	-0.54704601966113	-1.2551174403584	-1.16731645941817
LPCAT2	1.92830304861325	2.59710215388641	2.07881591521367	1.72698738512192	1.81654354476904	1.74462736391663
MMP2	6.9809294016688	7.26364096952431	6.6821391805853	7.10926938684023	7.60734772706581	7.18954088422466
IRX6	-1.07790210091346	-0.738720382659335	-0.434955537650534	0.247635072361364	0.648206540229924	1.18466886932537
LOC124903692	-1.18099559387756	-4.10795419232505	-3.1194537119226	-3.35440094171873	-3.20265002046427	-3.8302814721406
IRX5	3.22146383932182	1.82278314523783	2.6915768682784	0.438156978410789	1.52137651799444	0.888536775315343
CRNDE	3.53375872119849	3.01098688039845	3.40186629334774	2.31802440025276	2.37801234282326	2.23580771831717
LOC105371275	-0.981686785654153	-0.201063596716535	-0.500543879278111	-1.63819390771933	-0.337579600550376	-1.16731645941817
IRX3	3.91117425005031	3.12406693020917	3.32348978392612	1.68999317763972	2.63745348393305	2.67751316805809
FTO	6.01284914377859	6.04052238985322	6.01900095092061	5.6849098181234	5.60332411184918	5.64477638164609
RPGRIP1L	4.2844952316542	4.19430392242217	3.43732602102784	3.66638062041777	3.63925123499544	3.0400832474428
AKTIP	3.61678600147324	3.82868374667752	3.82306079341663	3.55420612647881	3.60286355476917	3.91343095446619
RBL2	4.96573806230508	5.45492420062613	4.90053407025391	4.16354959131334	4.06279759202234	3.91791137744886
LOC100310835	-4.35092059531987	-1.99247697490512	-1.28295244420548	-3.83982776888898	-4.42504244180071	-3.8302814721406
CHD9	5.8726789339165	6.04221619109374	4.69798682188003	4.60062617493405	4.26960563853061	3.12003140375904
LOC105371267	4.08787125725839	3.76446418602632	4.11621864961434	3.16691906355161	3.19211888130859	3.21046487020271
LOC146253	1.53172245404197	1.38389890400462	1.66564840328787	1.83259757308252	1.85418120213241	1.8039245476004
TOX3	4.57092034175462	4.07692115058323	4.20118568699618	4.24657387699105	3.8433046128818	3.58757104274529
HNRNPA1L3	8.41994973603766	8.79385549199857	9.04262285845171	8.16839073666194	8.15309434161403	8.41655807323649
SALL1	7.35399170465904	7.37670089791935	6.89635954500453	6.36938187766838	6.17765642321725	5.88109871183113
LOC105371253	-3.12852817398342	-3.37098859815885	-2.7568836325379	-2.99183086233403	-1.2551174403584	-0.891682016804747
LOC112267895	-0.578331091422944	-0.138327841368573	0.580986006218487	-1.76943844099758	-1.055808632135	-1.71480425472067
CYLD	4.48091443156503	4.08351633939852	4.2691786640483	4.79607169705741	4.6544423420261	4.46280693986678
CYLD-AS1	-3.12852817398342	-5.69291669304621	-5.92680863398021	-0.804203859158255	-0.880721925576905	-2.60788905080416
NOD2	-1.2920269062663	-1.44498917960262	-0.641406415117961	-2.25486526816782	-2.10311434691335	-1.32778113161142
SNX20	-2.02899250043251	-5.69291669304621	-4.34184613325905	-3.83982776888898	-6.01000494252187	-5.41524397286176
NKD1	6.43562131600231	6.06572294397837	5.44005995218688	5.08557831425239	6.00993321390292	5.2438599906119
LOC124903772	-2.02899250043251	-1.04906050327149	-2.01991803837169	-2.46131614563525	-3.68807684763451	-1.71480425472067
BRD7	7.15406386745691	7.48683692576421	7.44700811681253	6.91455871050825	6.99999857877333	6.89565277593595
ADCY7	3.16477924296417	3.25836802192076	2.82473542510889	3.35984457594739	3.52721345801672	3.59877649745317
TENT4B	3.92985017481073	3.78484157339768	3.79258018696187	4.19689533711655	4.35084214165779	3.75217417296998
HEATR3	5.22587864726365	5.11040722599528	5.05261656135126	5.15509131982613	5.23495345062926	4.93900540908348
CNEP1R1	3.6206229586309	3.9527417393625	4.06895851689759	3.46212562623712	3.25912173662755	3.55342282033345
ZNF423	6.8956220890443	6.53198939767356	6.57925095484774	6.13544701872056	6.01340290061835	5.87535091522081
C16orf78	-5.93588309604103	-5.69291669304621	-5.92680863398021	-2.99183086233403	-1.61768751974311	-1.16731645941817
LOC102724859	1.09753990549642	1.44663465935258	1.10661436755724	-0.0532314069981691	-0.518151846192196	0.257181369109735
CBLN1	3.4150560855054	3.13045054700003	2.95277461563257	2.60973360572426	2.85108196347352	3.0235478797165
LOC124903688	-2.76595809459872	-0.648522573687757	-2.01991803837169	-2.46131614563525	-2.30956522438078	-1.71480425472067
LOC105371240	1.22398824073736	1.15257335789816	1.43951358026561	-1.03247284683137	-1.92254210127153	-0.891682016804747
LOC124903687	-2.47645147740373	-1.04906050327149	0.18171582279796	-2.46131614563525	-2.55057332388457	-0.660356470698292
LOC105371239	-3.12852817398342	-2.88556177098861	-1.67888112053662	-2.074293022526	-2.10311434691335	-3.8302814721406
N4BP1	5.77104454357638	5.64191523507179	5.5187235850481	5.65082258035904	5.54698001507259	5.27737152883282
SIAH1	3.00956074033688	3.01098688039845	3.21018247810002	3.07903546838562	2.8260454125362	2.90216864090311
LONP2	5.27661328915292	5.62053324791685	5.34523789040973	5.64116433480893	5.6672742487903	5.56988640060514
ABCC11	-2.76595809459872	-1.78602609743769	-1.83934579272987	-4.57679336305518	-2.84007994107956	-5.41524397286176
ABCC12	-2.47645147740373	-2.23348507440891	-1.53449121120145	-4.57679336305518	-2.55057332388457	-1.50835337725324
LINC02133	-3.61395500115367	-5.69291669304621	-4.34184613325905	-3.35440094171873	-2.10311434691335	-2.60788905080416
LINC02192	-1.2920269062663	-1.78602609743769	-1.67888112053662	0.936276219184189	1.18966740231449	0.734503146642922
NDUFA5P11	1.00663140929821	1.20190107026173	1.23306270279818	0.780758641562902	1.40784757236403	1.21411264721785
EIF4BP5	0.367897652136075	0.496907865833807	-0.0441655846183676	-0.54704601966113	-0.395295098406663	-1.022926550083
PHKB	6.23935455425001	6.31516171782205	6.01387201444389	5.81802656692675	5.90624775629034	5.66090355516075
RNA5SP424	-3.61395500115367	-4.10795419232505	-2.46737701534291	-2.99183086233403	-2.10311434691335	-2.24531897141945
ITFG1	4.66681576897694	5.0477073514432	4.62489962764048	4.4014404084404	4.43397460007938	4.19393476528022
ITFG1-AS1	-4.35092059531987	-3.37098859815885	-1.67888112053662	-4.57679336305518	-2.30956522438078	-3.0933158779744
NETO2	5.50654209729058	5.35216035888873	5.01936660674335	5.89725053142477	5.97120554574982	5.70823082538238
LOC124903684	-1.41232113998401	-0.834935697918638	-1.4032466779232	-1.51789967400161	-2.84007994107956	-2.60788905080416
DNAJA2	6.39866953771139	6.26744731583162	6.41220623426987	6.95019484237682	7.02599691039799	7.00339927651414
GPT2	6.14326830938086	6.20000553058438	6.13287381326743	6.26581888378875	6.45224169172248	6.56024578408399
C16orf87	4.35758855279711	4.54190073807111	4.60359770311886	4.1858655047918	4.29719586661894	4.13357793559699
LOC100130180	-3.61395500115367	-3.37098859815885	-1.67888112053662	-4.57679336305518	-4.42504244180071	-5.41524397286176
MYLK3	-0.578331091422944	0.373172497411562	-0.0441655846183676	0.377402947331693	1.98434849433699	1.02769952298697
ORC6	5.98558596449038	6.25362411084689	6.31606773318619	6.20265241760349	6.06380190465662	6.16736847840526
VPS35	6.69142278447382	6.79718206183803	6.57726548054037	6.66300403517777	6.73587942662017	6.4791948817005
RAB43P1	4.66309987499506	4.69186705704714	4.69798682188003	5.49511586183764	5.71749012650356	5.67553008177899
SHCBP1	4.47668675076418	4.84721134553589	4.70709477536831	4.86407580455569	4.89613405367351	4.90329883684096
HMGN2P41	6.39475372868226	6.38556772436524	6.70686777591211	6.30457555830643	6.16023310981478	6.34256269933547
UBE2MP1	2.15687404487882	2.15883234836985	2.28751048682056	2.44926893353101	2.77462990303565	2.69849819318743
VPS35P1	1.28328542442113	1.20190107026173	-2.46737701534291	1.0181532262386	-3.68807684763451	-5.41524397286176
BCLAF1P2	6.02592831204614	5.73072450202965	4.79685231042977	6.12509063895955	6.12024384152882	4.81477646284387
LOC110262331	-0.50961834133893	-0.648522573687757	-2.46737701534291	0.826928822995828	1.10893613020164	-2.24531897141945
BCAP31P1	-1.68795558259744	-1.60545385179587	-1.4032466779232	0.780758641562902	0.731462043879276	0.959795458485164
LOC102724223	1.96498371193972	1.9144136207034	1.8740912659401	1.59979536866814	1.10893613020164	2.03596713897057
ARHGAP23P1	-0.263457754069532	-1.1693547369892	-0.797525617035243	0.52474466340688	0.21881374797401	-0.285960955916794
BMS1P8	-0.726429730412078	-1.44498917960262	-0.882414514621756	-0.952302498147388	-0.965610823163418	-1.022926550083
LOC107984809	-3.61395500115367	-1.78602609743769	-3.60488053909285	-6.16175586377634	-6.01000494252187	-5.41524397286176
LOC124903682	-0.154523382516368	-0.938029190882742	-0.372219782302572	0.632660002573768	0.704240575144251	0.0766091234679143
SLC6A10P	-0.50961834133893	0.846242118061821	0.643046974350739	-0.607167012098701	-1.61768751974311	0.924606030022864
BCAP31P2	-1.84842025479069	-1.99247697490512	-1.4032466779232	0.804028420885749	0.731462043879276	0.924606030022864
LOC388248	-0.50961834133893	-1.60545385179587	-1.28295244420548	-0.607167012098701	-0.518151846192196	-0.771387783087035
ZNF267	2.53579211835102	2.58785407708439	1.69524318547617	3.61138334294335	3.53109167282765	3.05643124153028
PPP2CBP1	-0.444029999711353	-0.834935697918638	-0.797525617035243	0.0670628267195428	-1.76207742907829	-1.16731645941817
LOC107983990	-2.02899250043251	-0.407514474183962	-0.434955537650534	-0.231018526213452	-0.800551576892921	-1.022926550083
KRBOX5	3.45857959856929	3.56682657064457	3.27531518985025	3.75859699163874	3.60286355476917	3.21046487020271
CLUHP3	2.37245593409838	2.39984044787364	1.52440247785212	2.76008507329815	2.35193883121337	2.34630725958272
YBX3P1	1.87789809517601	1.9144136207034	1.98608070224975	2.47123933336662	2.56364224497145	2.23580771831717
AHSP	-3.61395500115367	-5.69291669304621	-2.22636891583912	-0.73549110907424	0.098519514256298	0.139344878815877
RUSF1	5.27904309190141	5.40445707594401	5.34523789040973	5.18641900375922	5.08736882646835	5.5073404298519
SLC5A2	-2.02899250043251	-2.5229916916039	-1.67888112053662	-3.83982776888898	-3.68807684763451	-1.71480425472067
TGFB1I1	2.22902383063466	1.67340552119961	2.48681929504396	3.48029582915164	4.20795275534224	3.58757104274529
ARMC5	3.53782265357839	3.3322228692323	3.31874407227547	3.94021980717289	4.17363043895135	3.97492498333842
ZNF843	-0.891488976682574	-0.648522573687757	-1.28295244420548	-3.83982776888898	-2.84007994107956	-1.95581235422446
ITGAD	-2.76595809459872	-4.10795419232505	-2.46737701534291	-1.63819390771933	-1.92254210127153	-0.771387783087035
ITGAX	-1.2920269062663	-0.938029190882742	-0.717355268351259	0.579711122624809	-0.880721925576905	1.09255066733694
ITGAM	-1.18099559387756	-1.99247697490512	-0.797525617035243	-1.20755955338946	-0.880721925576905	-0.370849853503307
PYDC1	-3.12852817398342	-1.30059927026745	-2.7568836325379	-2.99183086233403	-1.2551174403584	-0.370849853503307
TRIM72	-0.578331091422944	-0.266651938344112	0.482582302157493	0.213283567570587	-0.583740187819773	1.09255066733694
PYCARD-AS1	-0.650480877178779	-1.44498917960262	-0.434955537650534	0.632660002573768	0.835485108422504	1.61817902867569
PYCARD	2.18823821578816	1.89954034422187	1.99800386962557	2.59646735095039	2.88784051348364	3.21046487020271
FUS	8.96125331437057	9.11126475703205	9.14368971041355	9.45677302900259	9.46582346611872	9.3533022211381
PRSS36	-0.806600079096061	0.237820644516676	-0.0441655846183676	-0.952302498147388	-1.61768751974311	-0.771387783087035
PRSS8	5.11055885196628	5.19658727036527	5.3855071127099	6.34974973201614	6.35713675203049	6.70272373085537
KAT8	5.19017602002965	5.51470777518055	5.43677861254437	4.88468608423097	4.89613405367351	5.20772297192875
BCKDK	5.94561328876908	6.22482832039701	6.04365680679979	5.95815792167593	5.93653586137123	6.32411473457163
LOC124903680	-0.207962641477829	0.0350037615169892	0.413041368904416	-1.11736174441788	-0.880721925576905	-0.370849853503307
VKORC1	6.22808099537124	6.68835586266558	6.69638700147273	5.46714528825185	5.41678395207369	6.07008221637876
PRSS53	1.32150474665162	2.1336317942447	1.573037253103	0.65842309863885	0.098519514256298	0.924606030022864
ZNF646	5.49195350741749	5.04094602663233	4.88777383192607	5.30330030405484	5.18905388113115	5.04111044224653
ZNF668	4.02845777175139	3.35420721906782	3.28020568619732	4.00440721886978	4.12313726987873	4.16407196471825
STX4	4.22272659217345	4.17590586172879	4.63447931118462	4.78734129195287	4.93324245337968	5.29814254207527
STX1B	3.61678600147324	3.16195169021403	3.44169782752748	1.98290237905554	1.37369934995218	2.16218485517399
HSD3B7	1.53172245404197	1.82278314523783	1.75267146552524	1.07664887554874	1.06681065452896	1.37917189348835
SETD1A	6.04889136400581	5.28221476387513	5.50207491802998	6.12797487630742	5.94600813556623	5.77643217349067
ORAI3	3.66959642202064	3.9563394844711	3.87570773114101	2.2001879099589	2.46977532150723	2.26423612664369
FBXL19	6.83126681624382	6.2068178493113	6.25961516355873	6.73703444460487	6.69670690245884	6.68968233094602
FBXL19-AS1	0.571911544157669	1.20190107026173	0.612350177127823	-0.139388050747884	0.497789697676825	-1.50835337725324
CTF1	0.805583890360119	0.682122738300714	0.339977906714692	0.178094139108286	0.399385993615831	0.417646041302981
MIR762HG	1.05280159073114	1.72493582183969	1.73852728320497	-0.279112814414497	-0.518151846192196	0.312676481701439
BCL7C	3.99337531259595	3.81685831128073	3.94509660367898	3.48029582915164	4.17858390318548	4.00049779542833
ZNF629	5.76845287514129	5.11845800046373	5.36032655210649	5.18087443490207	4.91554949735168	4.69719553391979
RNF40	6.65025299543946	6.36473664691773	6.39821567621121	6.63205062767943	6.8043772464297	6.75186050951817
PHKG2	4.76021507491484	4.66133268889903	4.76056704945726	4.87097866481038	4.77871339016859	5.08160980452628
TMEM265	1.5153280157913	0.646933309838415	1.82138421560925	1.41567296425941	1.53688951736577	1.86088043241248
SRCAP	7.24573507235479	6.31935865180991	6.16957710047244	7.37072182334242	7.23539920840846	6.50324661943055
LOC730183	1.28328542442113	0.846242118061821	0.580986006218487	0.849471391646916	0.648206540229924	0.693280483916409
FBRS	4.57092034175462	4.39056263428563	4.30561229319587	4.56190508063364	4.90512750642878	4.56632330904125
PRR14	4.01685815114546	3.83651386109994	4.01130069223903	3.33609597317478	3.31866998480608	3.89990558939454
ZNF689	4.92597924401812	4.57504039135663	4.55801426028194	4.61878390369562	4.60378452195071	4.44739338469703
ZNF785	3.46286059589717	3.73962520734205	3.25061090400903	3.08854255412999	2.8260454125362	2.82793001061119
ZNF688	2.14626594531284	2.17126945160807	2.03319329808787	1.33809002330687	1.28461580636976	1.45512074672164
ZNF764	3.2113218289012	2.86550402022245	3.26548418049056	3.15791625717066	3.33206972547727	3.382417552992
LOC124903677	-2.76595809459872	-2.5229916916039	-3.1194537119226	-3.35440094171873	-1.92254210127153	-2.24531897141945
ZNF747-DT	1.65657394122705	1.86932573117486	2.39060397978466	0.708608855807066	0.293775805655232	0.650845217596012
ZNF747	4.07674144282403	3.56211187677252	3.79940952535199	3.90029027394415	3.88025933449924	4.02562519474911
ZNF768	5.38548133599842	5.29931357191968	5.36378625410236	5.44326058413503	5.5335102736303	5.70044997933525
ITGAL	-2.47645147740373	-2.88556177098861	-5.92680863398021	-1.40686836161287	-1.2551174403584	-1.32778113161142
SEPHS2	6.05740914544752	5.99751786334884	6.32319363386024	7.02513214625362	7.22884758379378	7.41981951914333
DCTPP1	6.09305894728138	5.89439203528733	6.12949038057013	6.30457555830643	6.411796917948	6.77858935968479
ZNF771	3.50082844609619	3.02475973002019	3.05903330302313	3.23698782816186	3.26379065669239	3.20314152939685
ZNF48	5.95019448883207	5.34119445305038	5.43458689918568	5.59688377324824	5.76189713817585	5.57273055143439
SEPTIN1	0.0413968274588886	0.456830426458472	0.643046974350739	-0.279112814414497	-0.177114928357129	-0.0576919682436765
MYL11	-1.84842025479069	-2.88556177098861	-2.46737701534291	-4.57679336305518	-2.84007994107956	-2.60788905080416
TBC1D10B	5.5373152876365	5.28078067325914	5.44985942787746	5.68412617060772	5.84836465733287	5.8509569396372
CD2BP2-DT	1.43043911820479	1.4260243796773	1.25310045603473	0.65842309863885	0.704240575144251	1.24296750989003
CD2BP2	6.47430322468407	6.2007640453447	6.37554469245099	6.54193146219121	6.6797746868554	6.9131504654907
LOC100421031	-1.68795558259744	-3.37098859815885	-3.60488053909285	-1.91382835033275	-1.76207742907829	-2.60788905080416
SMG1P5	4.93525208820202	4.85879156857448	4.80196221556245	4.78295619726715	4.68435294469958	4.54040593466661
LOC101929894	-2.76595809459872	-1.78602609743769	-3.1194537119226	-3.35440094171873	-2.10311434691335	-3.8302814721406
LOC613038	-0.726429730412078	0.329451119982244	-0.0441655846183676	-2.70232424513904	-2.84007994107956	-1.50835337725324
SULT1A3	-1.18099559387756	-0.834935697918638	-1.28295244420548	-0.54704601966113	-0.965610823163418	-0.557262977734188
SLX1A-SULT1A3	-0.650480877178779	-0.48346332741726	-1.4032466779232	-0.328865849611596	-2.10311434691335	-0.891682016804747
SLX1A	4.5649587835159	4.65691739841104	4.68513830783977	4.39379190787073	4.33761642604626	4.60851038043766
BOLA2B	5.68479494609438	5.84769571520332	5.99391638577097	5.92868741130527	6.26815408891537	6.77117982467718
CORO1A	3.04425648159813	2.27862686090456	2.77709493946445	1.51772423572911	1.40784757236403	2.6346045765888
MAPK3	5.61630566351612	5.67940426182105	5.81086122919724	5.17195856231763	5.27134557245916	5.72622458253132
GDPD3	0.213864023463654	-0.0204913510747145	0.943556085603195	-0.87635364491409	-0.800551576892921	0.0110207818403376
YPEL3-DT	0.934481623542377	0.573869847648691	0.482582302157493	0.579711122624809	-0.282084487958672	1.06048945810464
YPEL3	3.49665880434723	3.60857950193634	3.87247298754171	3.38706604468241	3.45556146228753	3.89536880879777
TBX6	1.28328542442113	1.65581146118487	2.0561849407141	0.804028420885749	1.06681065452896	2.26423612664369
PPP4C	7.15835957276799	6.90210762556743	7.09469191419442	7.01270174051522	7.12361894426111	7.40513446346192
ALDOA	4.22524878694328	4.41691396123258	4.41637708146767	4.87647727095544	4.82841113327547	4.98670215111478
LOC112694756	0.213864023463654	0.496907865833807	-1.06882763885264	-0.433835409213139	-0.337579600550376	-1.16731645941817
TLCD3B	3.44132743434752	3.09171815251131	3.41526603401893	2.58307797372321	2.06145742003475	2.25009194432342
DOC2A	2.06974145315285	2.08187036655496	2.54486658041184	0.936276219184189	0.52915386858616	2.4365050685543
INO80E	5.31737348374013	5.25179536799728	5.46926092365966	5.27547603726314	5.375318233654	5.55126147904398
HIRIP3	4.81482389018392	4.96440175653508	5.07670927812839	4.37643306827608	4.33982914893538	4.73068817295876
TAOK2	5.89819285739386	5.64414764563853	5.61767288833058	5.7485120920345	5.86382363236511	5.82256350086138
TMEM219	5.74842721508332	6.02860977096127	6.04581222807854	5.30839457149802	5.49431750577002	5.80815444184987
KCTD13-DT	3.19597386456776	3.51897160149979	3.24561887466527	1.53173109372299	1.00122231290138	0.607123840166694
KCTD13	2.48618167013178	3.18666655656657	3.24060951185153	3.24551190046839	3.38445775208845	3.26071306007999
ASPHD1	2.47774483298314	1.9144136207034	2.67681771100598	2.05256325702443	1.9615386114289	2.76963137004652
SEZ6L2	5.97887574290083	5.67285894228006	5.93311433888155	4.84737292576292	4.94491834950845	5.28779441612466
CDIPTOSP	-1.41232113998401	-0.335364688428126	-0.797525617035243	-1.11736174441788	-1.76207742907829	-1.50835337725324
CDIPT	5.95095660984339	5.76086836244995	6.02920444410789	6.39977076036015	6.58641778819566	6.9703488407396
MVP	1.24402599397391	2.14628709505073	1.76667832351912	-0.0532314069981691	0.21881374797401	0.562035950638156
PAGR1	6.64555289341336	6.3277160686115	6.70822923720304	6.41401971609843	6.33123587801688	6.73672389810643
PRRT2	4.59257101472376	4.76753920326343	4.63256845654647	1.25609665110956	0.365034488825054	1.40493498955343
LOC112268170	0.473507840096674	0.610864055130893	1.15000696307062	0.247635072361364	-0.0792676049589848	-0.20579060723281
MAZ	6.87328210933085	6.5776706474013	6.53082874701155	7.00016330165091	7.16507673230646	6.864656742941
KIF22	7.38843811211352	7.37030983925667	7.47447090261632	7.0288404786993	7.00174645279485	7.20566312302358
LOC124903673	1.1621489869195	1.27286759161588	0.968009129327734	2.7481372199937	1.85418120213241	1.70369709986175
C16orf54	0.403966906843597	-0.078206848931002	-0.882414514621756	1.62614669561509	0.293775805655232	-1.16731645941817
QPRT	7.35571931094179	7.65733190639863	7.66973056991712	6.97891416663876	7.05860541425741	7.35480042743507
SPN	-0.444029999711353	-0.738720382659335	-1.28295244420548	-0.952302498147388	-1.76207742907829	-1.32778113161142
LOC105371168	-2.02899250043251	-2.5229916916039	-3.60488053909285	-1.76943844099758	-1.76207742907829	-1.71480425472067
SMG1P2	5.13490871338203	5.09580163964425	4.96421555616929	4.861305385959	4.89010712045559	4.67089225216555
NPIPB12	5.76499005909924	5.81537329309414	6.39145170973221	6.60332299584035	6.25765959497925	6.31734746310325
LOC388242	-0.726429730412078	0.329451119982244	-0.0441655846183676	-2.70232424513904	-2.84007994107956	-1.71480425472067
SULT1A4	-1.18099559387756	-0.834935697918638	-1.28295244420548	-0.54704601966113	-0.965610823163418	-0.557262977734188
SLX1B-SULT1A4	-0.726429730412078	-0.48346332741726	-1.4032466779232	-0.433835409213139	-2.10311434691335	-1.16731645941817
SLX1B	0.832301228735899	0.750026802802518	1.63543379024086	0.52474466340688	0.25678159817303	0.417646041302981
BOLA2	2.45213418930411	2.73753585861932	2.99503230309428	2.8689112724706	2.93543889385604	3.37591891569326
LOC606724	-0.578331091422944	-0.648522573687757	-0.500543879278111	-0.87635364491409	-1.36614875274715	-0.660356470698292
BOLA2-SMG1P6	2.71875293248694	2.49195864986207	3.09278209437767	2.766022098306	2.65177315525012	2.65621838969486
SMG1P6	3.45428586015916	3.30989832256084	2.17647917443181	3.07425832812375	2.76148452697873	1.86088043241248
NPIPB11	4.91352200490673	5.19810749710329	5.61767288833058	5.72888841984275	5.5061875353575	5.58264115496735
LOC105371159	-4.35092059531987	-1.99247697490512	-4.34184613325905	-1.76943844099758	-0.965610823163418	-0.771387783087035
LOC101928215	-2.02899250043251	-2.5229916916039	-0.312098789865001	-2.70232424513904	-2.55057332388457	-3.8302814721406
RRN3P2	2.96799874969515	2.95454173340871	2.87085289187355	3.0056622820554	2.78765658333189	2.26423612664369
NPIPB10P	1.70074152450262	1.60170405584542	2.08999965370634	1.94153194463568	1.61204687693451	1.74462736391663
LAT	0.63397251228992	0.0350037615169892	1.21274271841858	0.849471391646916	0.399385993615831	0.994146963275941
SPNS1	5.61052909907832	5.35761221248434	5.48840496478508	5.72126920466383	5.98682158549879	6.04367523410583
MIR4517	-0.578331091422944	-0.078206848931002	-1.06882763885264	-0.73549110907424	-0.724602723659623	-0.891682016804747
NFATC2IP	6.30043013100178	6.27106309476913	6.42991842348442	6.33784091771342	6.15521612569907	6.2567392992301
CD19	-5.93588309604103	-2.5229916916039	-2.01991803837169	-0.0956666733185656	-0.0327250190219545	0.734503146642922
RABEP2	3.56595408886127	3.3812247697063	3.26054343922029	3.55763295716574	3.75983290110757	3.83030873339392
